YearRemodAdd,YearBuilt,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,Neighborhood,ExterQual,BsmtQual,KitchenQual,GarageFinish,FullBath,GarageType,MSSubClass,Foundation,FireplaceQu,Fireplaces,TotRmsAbvGrd,HeatingQC,SalePrice
1950,1917,1134,735,396,2,2058,6,OldTown,TA,Gd,TA,Unf,1,Detchd,75,BrkTil,Gd,1,8,Fa,129500
1950,1950,988,876,276,1,988,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,119000
1968,1968,2110,2110,522,2,2110,7,NAmes,Gd,TA,Ex,Fin,2,Attchd,20,CBlock,TA,2,8,Ex,244000
2003,2003,1405,1405,478,2,1405,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,171750
1968,1968,874,864,288,1,874,5,Mitchel,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,5,TA,130000
2003,1974,1516,1192,518,2,2167,7,Veenker,Gd,TA,Gd,RFn,2,Attchd,60,CBlock,Gd,2,9,TA,294000
2004,2003,760,746,397,2,1656,7,Edwards,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,7,Ex,165400
1950,1931,959,884,560,1,1367,6,BrkSide,TA,TA,TA,Unf,1,Detchd,50,BrkTil,Gd,1,6,TA,127500
1994,1994,1987,1986,691,2,1987,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,301500
1950,1922,864,864,0,0,864,5,Edwards,TA,Fa,TA,,1,,30,PConc,,0,4,Ex,99900
2005,2005,1166,856,400,2,1166,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,80,PConc,,0,5,Ex,190000
1969,1969,1054,1054,460,2,1054,6,NAmes,TA,Gd,TA,Unf,1,Attchd,20,CBlock,,0,6,Gd,151000
1999,1999,892,841,502,2,1675,6,Gilbert,TA,Gd,TA,Fin,2,BuiltIn,60,PConc,TA,1,7,Ex,181000
1956,1956,1050,1050,338,1,1050,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,Gd,128900
1989,1957,1104,1104,304,1,1788,4,ClearCr,TA,TA,TA,Unf,1,Attchd,50,CBlock,TA,2,8,Ex,161500
1950,1919,1060,764,520,2,1824,6,BrkSide,TA,TA,TA,Unf,1,Detchd,70,PConc,Gd,1,8,Ex,180500
1999,1998,1337,1405,511,2,1337,6,NAmes,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,,0,5,Ex,181000
1999,1999,713,691,506,2,1452,7,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,6,Ex,183900
1950,1910,964,925,308,1,1889,7,OldTown,Fa,TA,TA,Unf,1,Detchd,190,CBlock,Gd,1,9,TA,122000
2009,2008,2018,2002,746,3,2018,9,Timber,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,10,Ex,378500
1997,1935,1968,728,1014,3,3447,8,Crawfor,TA,TA,Gd,Unf,3,BuiltIn,50,CBlock,Gd,2,11,Ex,381000
1958,1958,874,874,315,1,1524,5,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,,0,7,TA,144000
1979,1979,1332,1332,586,2,1524,7,ClearCr,Gd,Gd,Gd,Fin,0,Attchd,40,PConc,TA,1,4,TA,260000
1968,1968,1489,1489,462,2,1489,6,NWAmes,TA,TA,Gd,RFn,2,Attchd,20,CBlock,Gd,1,7,Gd,185750
1965,1965,935,935,288,1,935,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,TA,137000
2006,1959,1357,1019,312,1,1357,6,Edwards,TA,TA,Ex,RFn,1,Basment,80,CBlock,Gd,1,5,Gd,177000
2003,1910,661,661,552,2,1250,5,Crawfor,TA,TA,TA,Unf,2,Detchd,50,PConc,Gd,1,8,Ex,139000
1950,1948,928,928,400,2,1920,5,NAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,10,Gd,137000
1972,1972,735,723,497,2,1395,6,NWAmes,TA,TA,TA,Unf,1,Attchd,60,CBlock,TA,1,6,TA,162000
1976,1967,1724,1680,480,2,1724,6,NWAmes,TA,Gd,TA,RFn,1,Attchd,80,CBlock,Gd,1,7,Fa,197900
2002,2002,1128,1128,577,2,2031,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,1,7,Ex,237000
1950,1920,698,698,528,2,1128,4,IDOTRR,TA,TA,TA,RFn,1,Detchd,50,CBlock,,0,6,TA,68400
2002,2002,1573,1573,544,2,1573,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,227000
1990,1990,1339,1309,484,2,1339,7,Timber,TA,Gd,TA,Fin,2,Attchd,20,CBlock,TA,1,6,TA,180000
2008,1977,1040,1040,484,2,1040,5,CollgCr,TA,Gd,Gd,Unf,2,Detchd,20,CBlock,,0,5,TA,150500
1971,1971,912,912,0,0,1824,6,Mitchel,TA,TA,TA,,2,,90,CBlock,,0,8,TA,139000
1990,1919,1699,804,336,1,2447,6,SWISU,TA,TA,Gd,Unf,2,Detchd,50,PConc,Gd,1,10,Ex,169000
1950,1939,825,780,280,1,1412,6,BrkSide,TA,TA,TA,Unf,1,Detchd,50,CBlock,Gd,1,6,Ex,132500
1963,1963,1328,1328,528,2,1328,6,NWAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,Gd,2,6,TA,143000
1964,1964,1582,1624,390,2,1582,5,ClearCr,TA,TA,TA,Unf,2,Attchd,20,CBlock,,0,7,Fa,190000
2000,2000,1659,1501,499,2,1659,8,StoneBr,Gd,Gd,Ex,Fin,2,Attchd,120,PConc,Ex,1,5,Ex,278000
2006,2006,1120,1085,753,3,1970,8,NridgHt,Gd,Gd,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,8,Ex,281000
1964,1964,1152,1152,484,2,1152,5,NAmes,TA,TA,TA,RFn,1,Attchd,80,PConc,Gd,1,6,TA,180500
1972,1972,630,630,264,1,1302,5,BrDale,TA,TA,TA,Unf,2,Detchd,160,CBlock,,0,6,TA,119500
1965,1892,1378,994,432,1,2372,5,OldTown,TA,TA,TA,RFn,2,Attchd,70,Stone,,0,11,TA,107500
1976,1976,832,832,528,2,1664,7,NWAmes,TA,Gd,TA,RFn,2,Attchd,60,PConc,TA,1,8,TA,162900
1990,1955,864,864,572,2,864,5,Edwards,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,115000
1968,1968,1052,1052,288,1,1052,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,5,Gd,138500
1963,1963,1128,1120,525,2,1128,5,NAmes,TA,TA,TA,RFn,2,Attchd,20,CBlock,,0,6,Gd,155000
2006,2005,1072,547,525,2,1072,6,Edwards,TA,Gd,TA,Fin,2,Basment,180,PConc,,0,5,Gd,140000
2008,2008,4692,6110,1418,2,5642,10,Edwards,Ex,Ex,Ex,Fin,2,Attchd,60,PConc,Gd,3,12,Ex,160000
1994,1959,1246,1246,305,1,1246,5,NAmes,TA,TA,Gd,RFn,1,Attchd,20,CBlock,,0,6,Ex,154000
1999,1999,1005,978,490,2,1983,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,9,Ex,225000
1950,1942,753,771,213,1,1494,6,Crawfor,TA,TA,Gd,Unf,1,Attchd,70,CBlock,Gd,2,7,Fa,177500
1994,1994,1203,1165,844,3,2526,8,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,290000
2005,2005,1616,1616,834,3,1616,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,232000
2004,2004,976,976,380,2,1708,7,Edwards,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,7,Ex,130000
2007,2006,1652,1652,840,2,1652,9,NridgHt,Gd,Ex,Ex,Fin,2,Attchd,20,PConc,Ex,2,6,Ex,325000
2006,2005,1368,1368,474,2,1368,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,202500
1995,1994,990,990,480,2,990,5,CollgCr,TA,Gd,TA,Unf,1,Detchd,20,PConc,,0,5,Ex,138000
2005,1948,1122,924,528,2,1122,5,OldTown,TA,TA,Gd,Unf,1,Attchd,20,CBlock,,0,6,Ex,147000
1991,1991,1294,1278,496,2,1294,6,SawyerW,TA,Gd,Gd,RFn,2,Attchd,20,CBlock,,0,6,Gd,179200
2002,1959,1902,1902,567,2,1902,7,Crawfor,Gd,Gd,Ex,Fin,2,Attchd,20,PConc,TA,2,7,TA,335000
2007,2005,1274,1274,508,2,1274,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,203000
1990,1990,1453,1453,750,2,2810,8,NoRidge,Gd,Ex,Gd,RFn,2,Attchd,60,PConc,Ex,1,9,Ex,302000
1999,1999,1422,1393,779,3,2599,9,NoRidge,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,TA,1,10,Ex,333168
1954,1954,948,948,280,1,948,4,Edwards,TA,TA,TA,Unf,1,Detchd,20,CBlock,TA,1,5,Ex,119000
1969,1969,1092,952,576,2,2112,6,NAmes,TA,Fa,TA,Unf,2,Attchd,60,CBlock,Gd,2,9,TA,206900
2008,2008,1630,1622,860,3,1630,8,CollgCr,Gd,Ex,Ex,RFn,2,Attchd,20,PConc,Gd,1,8,Ex,295493
2007,2006,1352,1352,466,2,1352,7,Somerst,Gd,Ex,Gd,RFn,2,Attchd,120,PConc,Gd,1,5,Ex,208900
2002,2001,1787,1753,748,3,1787,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,TA,1,7,Ex,275000
1954,1954,948,864,248,1,948,4,Edwards,TA,TA,TA,Unf,1,Attchd,20,PConc,,0,5,Ex,111000
1957,1957,1478,1478,442,2,1478,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,Gd,2,6,Gd,156500
1950,1949,720,0,287,1,720,3,BrkSide,TA,,TA,Unf,1,Detchd,20,CBlock,,0,4,TA,72500
1992,1992,1061,750,564,2,1923,7,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,190000
1950,1940,708,420,0,0,708,4,BrkSide,Fa,TA,Fa,,1,,30,CBlock,,0,5,Gd,82500
2007,2006,1795,1795,895,3,1795,8,Somerst,Gd,Ex,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,147000
1950,1922,796,796,0,0,796,4,IDOTRR,TA,TA,TA,,1,,30,BrkTil,,0,5,Fa,55000
2006,1931,774,544,0,0,774,3,Edwards,TA,TA,Gd,,1,,30,BrkTil,,0,6,Ex,79000
2008,1982,816,816,264,1,816,5,Mitchel,Gd,TA,Gd,Unf,1,Attchd,20,CBlock,Ex,1,5,Ex,130500
1950,1920,1584,1510,520,2,2792,6,OldTown,Gd,Gd,TA,Unf,2,Detchd,50,BrkTil,TA,2,8,Ex,256000
1998,1998,955,935,462,2,1632,7,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,8,Gd,176500
2006,2006,1588,1588,825,3,1588,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,227000
1976,1976,954,911,576,2,954,5,CollgCr,TA,TA,TA,Unf,1,Detchd,80,CBlock,,0,6,Gd,132500
1958,1938,816,816,288,1,816,4,Edwards,TA,TA,TA,Unf,1,Detchd,20,CBlock,Gd,1,3,Ex,100000
1995,1938,803,803,297,1,1360,5,IDOTRR,TA,TA,Gd,Unf,1,Detchd,50,CBlock,,0,6,Ex,125500
1970,1970,765,765,440,2,1365,5,BrDale,TA,TA,TA,Unf,1,Attchd,160,CBlock,,0,7,TA,125000
1977,1977,1334,1350,630,2,1334,6,NWAmes,TA,Gd,TA,RFn,2,Attchd,20,CBlock,TA,1,6,TA,167900
1973,1973,1656,1656,506,2,1656,5,NWAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,8,TA,135000
1950,1941,693,693,0,0,693,4,OldTown,TA,TA,Fa,,1,,30,CBlock,,0,4,Fa,52500
2002,2002,920,916,492,2,1861,7,CollgCr,Gd,Gd,Gd,RFn,2,BuiltIn,60,PConc,,0,8,Ex,200000
1972,1972,864,864,288,1,864,5,CollgCr,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,5,Ex,128500
1971,1971,872,858,480,4,872,4,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,123000
2004,2003,1114,1114,576,2,1114,6,SawyerW,TA,Gd,Gd,Unf,1,Detchd,20,PConc,,0,6,Ex,155000
2002,2002,1284,1284,647,2,2169,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,1,7,Ex,228500
1950,1928,1172,896,342,2,1913,6,Crawfor,TA,TA,TA,Unf,1,Detchd,50,BrkTil,TA,1,9,Gd,177000
2006,2006,728,728,440,2,1456,7,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Ex,155835
1950,1920,960,960,308,1,960,4,OldTown,TA,TA,Fa,Unf,1,Detchd,30,PConc,,0,5,Gd,108500
2003,1968,2156,1568,508,2,2156,7,NWAmes,TA,TA,TA,RFn,2,Attchd,20,CBlock,Gd,1,9,TA,262500
2007,2006,1776,1732,712,3,1776,8,Timber,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,283463
1998,1998,1494,1482,514,2,1494,7,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Fa,1,5,Ex,215000
1987,1872,938,684,0,0,2358,8,OldTown,TA,TA,TA,,2,,70,BrkTil,,0,8,Fa,122000
1969,1969,1338,1248,968,4,2634,5,NAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,12,TA,200000
1962,1962,858,858,490,2,1716,6,NAmes,TA,TA,TA,Fin,1,Attchd,60,CBlock,Gd,1,8,Ex,171000
2000,1937,786,698,624,2,1176,6,BrkSide,Gd,TA,TA,Unf,1,Detchd,50,BrkTil,,0,4,TA,134900
1996,1995,2053,2033,666,3,3238,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,50,PConc,Ex,1,9,Ex,410000
2000,2000,992,992,839,3,1865,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,7,Ex,235000
1992,1968,1222,570,487,2,1920,7,NWAmes,TA,TA,Gd,RFn,3,Attchd,80,CBlock,TA,1,8,Gd,170000
1966,1966,892,864,264,1,892,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,5,TA,110000
2008,1971,1078,1078,500,2,1078,5,NAmes,TA,TA,TA,Fin,1,Attchd,20,CBlock,Fa,1,6,Ex,149900
2000,2000,769,756,440,2,1573,6,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,5,Ex,177500
2005,2004,1980,1980,770,3,1980,9,NridgHt,Gd,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,315000
1998,1921,990,612,621,2,2601,5,SWISU,TA,TA,TA,RFn,3,BuiltIn,70,BrkTil,,0,8,Ex,189000
2005,2005,1530,1530,430,2,1530,7,StoneBr,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,260000
2007,1920,1281,715,368,1,1738,4,NAmes,TA,TA,TA,Unf,2,Attchd,50,BrkTil,Gd,1,7,Gd,104900
2007,2006,616,616,432,2,1412,6,Gilbert,TA,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,6,Ex,156932
2005,2005,520,600,480,2,1200,7,Somerst,Gd,Gd,Gd,RFn,2,Detchd,160,PConc,,0,4,Ex,144152
2000,2000,814,814,663,2,1674,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,216000
1999,1999,882,873,588,2,1790,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,193000
1977,1977,925,757,336,1,1475,5,MeadowV,TA,TA,TA,RFn,2,Attchd,160,PConc,TA,1,6,Ex,127000
2004,2003,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,,0,4,Ex,144000
2003,2003,1668,1657,502,2,1668,8,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,8,Ex,232000
1950,1920,840,840,338,1,1374,4,OldTown,Fa,TA,TA,Fin,1,Detchd,50,PConc,,0,6,Ex,105000
1996,1955,1661,992,377,1,1661,6,NAmes,TA,TA,Gd,RFn,1,BuiltIn,80,CBlock,TA,1,8,Gd,165500
1998,1998,1108,1108,583,2,2097,7,CollgCr,TA,Gd,Gd,RFn,2,Detchd,60,PConc,TA,1,8,Ex,274300
2002,2001,2633,2633,804,3,2633,10,NoRidge,Ex,Ex,Ex,RFn,2,Attchd,20,PConc,Gd,2,8,Ex,466500
2005,2005,1026,1026,936,3,1958,7,Somerst,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,9,Ex,250000
2007,2007,1571,1571,722,3,1571,8,Timber,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,239000
1950,1930,790,768,160,1,790,6,SWISU,TA,Gd,TA,Unf,1,Detchd,30,BrkTil,,0,4,TA,91000
1960,1941,984,984,660,2,1604,5,Edwards,TA,TA,TA,Unf,2,Detchd,50,CBlock,,0,6,Ex,117000
1973,1973,483,483,264,1,987,6,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,5,TA,83000
2007,2006,754,384,400,2,1394,5,Timber,TA,Gd,Gd,Fin,2,BuiltIn,80,PConc,,0,7,Gd,167500
1950,1914,864,864,200,1,864,3,Edwards,TA,TA,TA,Unf,1,Detchd,30,BrkTil,,0,5,TA,58500
1970,1970,2117,1205,550,2,2117,6,NAmes,TA,TA,TA,Fin,2,Attchd,20,CBlock,Gd,2,7,Ex,237500
1950,1920,998,596,576,2,1762,7,OldTown,TA,Fa,Gd,Unf,1,Detchd,70,BrkTil,,0,8,Ex,157000
2007,1918,1416,816,576,2,1416,5,Sawyer,TA,TA,Gd,Unf,2,Attchd,30,BrkTil,,0,7,Ex,112000
1950,1939,698,560,280,1,1258,6,Edwards,TA,TA,TA,Unf,1,Detchd,50,BrkTil,,0,6,TA,105000
2007,1922,796,796,240,1,1154,4,IDOTRR,TA,TA,Gd,Unf,1,Detchd,50,BrkTil,,0,7,Gd,125500
1978,1978,1392,1392,564,2,2784,7,NWAmes,TA,Gd,Gd,RFn,3,Attchd,60,CBlock,TA,2,12,TA,250000
1950,1916,1664,714,216,1,2526,6,OldTown,TA,TA,Gd,Unf,2,Detchd,50,BrkTil,Gd,1,10,TA,136000
2007,2006,1746,1746,758,3,1746,9,Gilbert,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,2,7,Ex,377500
1950,1941,869,735,440,2,1218,6,BrkSide,TA,TA,TA,Unf,1,Detchd,50,BrkTil,Gd,1,6,Ex,131000
2000,2000,1525,1525,541,2,1525,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,235000
1967,1967,1584,1584,792,3,1584,5,NAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,8,TA,124000
1967,1967,900,864,288,1,900,5,NAmes,TA,TA,TA,RFn,1,Attchd,85,CBlock,Po,1,6,TA,123000
2000,1905,1221,482,672,2,1912,6,OldTown,TA,Fa,TA,Unf,2,Detchd,190,BrkTil,TA,1,7,Ex,163000
2006,2006,1500,1356,648,3,1500,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,Gd,1,6,Ex,246578
2006,2005,1133,1094,642,3,2482,8,Timber,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,9,Ex,281213
1950,1948,1687,747,572,2,1687,5,Timber,TA,TA,TA,Unf,1,Detchd,20,CBlock,TA,2,7,TA,160000
2004,1920,939,939,180,1,1513,5,BrkSide,TA,TA,TA,Unf,1,Detchd,70,BrkTil,,0,8,Ex,137500
1982,1950,1136,1208,240,1,1904,5,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,,0,7,Gd,138000
1990,1925,1160,976,216,1,1608,6,SWISU,TA,TA,Gd,Unf,2,Detchd,50,BrkTil,Gd,1,7,Ex,137450
1950,1929,950,862,208,1,1158,6,BrkSide,TA,TA,TA,RFn,1,BuiltIn,50,BrkTil,Gd,1,5,TA,120000
2004,2004,864,839,398,2,1593,6,Gilbert,TA,TA,TA,Fin,2,Attchd,60,PConc,TA,1,8,Ex,193000
2006,2006,1294,1286,662,2,1294,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,6,Ex,193879
2007,2007,1464,1485,754,3,1464,8,Somerst,Gd,Gd,Gd,Unf,2,Attchd,20,PConc,,0,6,Ex,282922
1950,1915,694,672,936,3,1214,3,OldTown,TA,TA,TA,Unf,1,Detchd,50,PConc,,0,6,TA,105000
2005,2004,1646,1594,482,2,1646,8,Crawfor,Gd,Ex,Gd,Fin,2,Attchd,120,PConc,Gd,1,5,Ex,275000
2007,1972,768,768,396,2,768,5,CollgCr,TA,Gd,TA,Unf,1,Detchd,85,CBlock,,0,5,TA,133000
1985,1985,833,833,0,0,833,5,Mitchel,TA,TA,TA,,1,,20,CBlock,,0,5,Ex,112000
1950,1910,741,622,528,2,1363,4,OldTown,TA,Fa,TA,Unf,1,Detchd,70,CBlock,,0,6,Gd,125500
1991,1986,1236,791,542,2,2093,7,NWAmes,TA,Gd,TA,Fin,2,Attchd,60,CBlock,TA,1,7,Gd,215000
2001,2001,944,944,622,2,1840,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,230000
2005,1950,1112,856,271,1,1668,6,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,,0,6,Ex,140000
1950,1949,1040,0,420,2,1040,4,NAmes,TA,,TA,Unf,2,Detchd,90,Slab,,0,6,Fa,90000
2006,2005,1844,1844,620,2,1844,8,SawyerW,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,257000
2000,1923,1053,833,370,2,1848,6,BrkSide,TA,TA,Gd,Unf,1,Detchd,50,BrkTil,Gd,1,8,Gd,207000
2007,2007,1569,1386,660,3,1569,7,Blmngtn,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,TA,1,7,Ex,175900
1950,1885,1246,777,560,2,2290,4,OldTown,TA,TA,TA,Unf,2,Detchd,190,PConc,,0,11,Gd,122500
1998,1998,1310,1284,1069,3,2450,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,7,Ex,340000
1963,1963,1144,1144,336,1,1144,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,6,TA,124000
1969,1969,1844,1844,540,2,1844,6,Crawfor,Gd,TA,Gd,RFn,2,Attchd,20,CBlock,TA,1,7,Gd,223000
1968,1968,708,708,776,2,1416,6,NWAmes,TA,TA,TA,RFn,2,Attchd,60,CBlock,TA,1,7,Gd,179900
1977,1977,1069,1069,440,2,1069,6,NPkVill,TA,Gd,TA,RFn,2,Attchd,120,CBlock,Fa,1,4,TA,127500
2003,2003,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,,0,3,Ex,136500
1966,1966,1575,697,432,2,2201,6,Edwards,Gd,Gd,Gd,Unf,2,Attchd,80,CBlock,Gd,1,8,TA,274970
1983,1958,1344,1024,484,1,1344,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,TA,1,6,TA,144000
1959,1959,1252,1252,528,2,1252,6,NAmes,Gd,TA,Gd,Unf,1,Detchd,20,CBlock,,0,7,Ex,142000
1994,1994,1223,1223,525,2,2127,7,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,2,5,Ex,271000
1950,1945,1048,913,288,1,1558,5,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,TA,1,6,TA,140000
1992,1940,804,788,240,1,804,5,OldTown,TA,TA,Gd,Unf,1,Attchd,30,CBlock,Gd,2,4,TA,119000
1981,1981,1440,1440,467,2,1440,6,NWAmes,Gd,Gd,Gd,Fin,2,Attchd,20,CBlock,TA,1,7,Ex,182900
2005,2005,734,732,372,2,1838,5,Gilbert,Gd,Gd,TA,Fin,2,BuiltIn,60,PConc,Gd,1,7,Ex,192140
1976,1976,958,958,440,2,958,6,NPkVill,TA,Gd,TA,RFn,2,Attchd,120,CBlock,,0,5,TA,143750
2007,1927,968,656,216,1,968,4,OldTown,TA,TA,TA,Unf,2,Detchd,30,BrkTil,,0,5,TA,64500
2000,2000,962,936,451,2,1792,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,8,Ex,186500
1977,1977,1126,1126,484,2,1126,5,Mitchel,TA,TA,TA,RFn,2,Attchd,20,CBlock,Gd,1,5,Fa,160000
2005,1962,1537,1319,462,2,1537,6,NAmes,Gd,TA,Gd,RFn,1,Attchd,20,CBlock,Gd,1,7,TA,174000
1971,1971,864,864,528,2,864,4,NAmes,TA,TA,TA,Unf,1,Detchd,20,PConc,,0,5,TA,120500
2008,2008,1932,1932,774,3,1932,8,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,394617
1996,1957,1236,912,923,2,1236,6,OldTown,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,149700
1979,1979,1040,539,550,2,1725,7,NWAmes,TA,TA,TA,RFn,2,Attchd,60,CBlock,TA,1,6,TA,197000
1994,1922,1423,588,672,2,2555,6,Crawfor,TA,Ex,TA,Fin,2,Detchd,70,BrkTil,Gd,1,11,Fa,191000
2004,2004,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,RFn,1,Attchd,120,PConc,TA,1,3,Ex,149300
2008,2008,1026,1017,812,3,2007,10,Somerst,Ex,Ex,Ex,Fin,2,Attchd,60,PConc,Ex,1,10,Ex,310000
1950,1916,952,952,192,1,952,6,BrkSide,TA,TA,Fa,Unf,1,Detchd,30,BrkTil,Gd,1,4,Fa,121000
2004,2004,1422,1422,626,2,1422,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,179600
1966,1966,913,814,240,1,913,6,Sawyer,TA,TA,TA,Unf,1,Detchd,85,CBlock,,0,6,Gd,129000
1962,1962,1188,1188,312,1,1188,5,Mitchel,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,157900
1996,1995,1220,1220,556,2,2090,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,240000
2000,1910,796,560,384,1,1346,4,Edwards,TA,Fa,TA,Unf,1,Detchd,50,CBlock,,0,6,Gd,112000
1970,1970,630,630,0,0,630,5,MeadowV,TA,Gd,Ex,,1,,180,CBlock,,0,3,Ex,92000
1974,1974,896,896,0,0,1792,5,NAmes,TA,Gd,TA,,2,,90,CBlock,,0,8,TA,136000
2009,2008,1578,1573,840,3,1578,8,Somerst,Gd,Gd,Ex,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,287090
2005,2005,1072,547,525,2,1072,5,Edwards,TA,Gd,TA,Fin,1,Basment,180,PConc,,0,5,Gd,145000
2006,2006,1140,1140,0,0,1140,5,Mitchel,TA,Gd,TA,,1,,20,PConc,,0,6,Ex,84500
2005,2004,1221,1221,400,2,1221,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,185000
2000,1999,953,953,460,2,1647,6,Gilbert,TA,Gd,TA,RFn,2,Attchd,60,PConc,TA,1,7,Ex,175000
